,token_id,token,anchor_type_tocheck,event_anno_tocheck
1082,24-87,E,"('0', '0', '0', '0')",0
1083,24-88,Nagoden,"('0', '0', '0', '0')",0
1084,24-89,",","('0', '0', '0', '0')",0
1085,24-90,ende,"('0', '0', '0', '0')",0
1086,24-91,van,"('0', '0', '0', '0')",0
1087,24-92,andere,"('0', '0', '0', '0')",0
1088,24-93,geledene,"('0', '0', '0', '0')",0
1089,24-94,schaden,"('0', 'evokes', '0', '0')",0
1090,24-95,ende,"('0', '0', '0', '0')",0
1091,24-96,Interesten,"('0', '0', '0', '0')",0
1092,24-97,meer,"('0', '0', '0', '0')",0
1093,24-98,",","('0', '0', '0', '0')",0
1094,24-99,begeeren,"('0', '0', '0', '0')",0
1095,24-100,bebonnen,"('0', '0', '0', '0')",0
1096,24-101,niet,"('0', '0', '0', '0')",0
1097,24-102,anders,"('0', '0', '0', '0')",0
1098,24-103,te,"('0', '0', '0', '0')",0
1099,24-104,doen,"('0', '0', '0', '0')",0
1100,24-105,als,"('0', '0', '0', '0')",0
1101,24-106,ons,"('0', '0', '0', '0')",0
1102,24-107,volck,"('0', '0', '0', '0')",0
1103,24-108,ende,"('0', '0', '0', '0')",0
1104,24-109,goederen,"('0', '0', '0', '0')",0
1105,24-110,voor,"('0', '0', '0', '0')",0
1106,24-111,reen,"('0', '0', '0', '0')",0
1107,24-112,tijt,"('0', '0', '0', '0')",0
1108,24-113,e,"('0', '0', '0', '0')",0
1109,25-1,1,"('0', '0', '0', '0')",0
1110,25-2,„,"('0', '0', '0', '0')",0
1111,25-3,90,"('0', '0', '0', '0')",0
1112,25-4,t,"('0', '0', '0', '0')",0
1113,25-5,ked,"('0', '0', '0', '0')",0
1114,26-1,ee,"('0', '0', '0', '0')",0
1115,26-2,.,"('0', '0', '0', '0')",0
1116,27-1,ve,"('0', '0', '0', '0')",0
1117,27-2,een,"('0', '0', '0', '0')",0
1118,28-1,Diamanten,"('0', '0', '0', '0')",0
1119,28-2,sijn,"('0', '0', '0', '0')",0
1120,28-3,daer,"('0', '0', '0', '0')",0
1121,28-4,noch,"('0', '0', '0', '0')",0
1122,28-5,wel,"('0', '0', '0', '0')",0
1123,28-6,te,"('0', '0', '0', '0')",0
1124,28-7,becomen,"('isOfType', 'isOfType', 'isOfType', '0')",Getting
1125,28-8,",","('0', '0', '0', '0')",0
1126,28-9,maer,"('0', '0', '0', '0')",0
1127,28-10,dier,"('0', '0', 'isOfType', '0')",0
1128,29-1,eeen,"('0', '0', '0', '0')",0
1129,30-1,tijt,"('0', '0', '0', '0')",0
1130,30-2,van,"('0', '0', '0', '0')",0
1131,30-3,masilupats,"('0', '0', '0', '0')",0
1132,30-4,.,"('0', '0', '0', '0')",0
1133,30-5,te,"('0', '0', '0', '0')",0
1134,30-6,lichten,"('0', '0', '0', '0')",0
1135,30-7,ende,"('0', '0', '0', '0')",0
1136,30-8,eenige,"('0', '0', '0', '0')",0
1137,30-9,Scheepen,"('0', '0', '0', '0')",0
1138,30-10,in,"('0', '0', '0', '0')",0
1139,30-11,de,"('0', '0', '0', '0')",0
1140,30-12,mlaenden,"('0', '0', '0', '0')",0
1141,30-13,Februarij,"('0', '0', '0', '0')",0
1142,30-14,ende,"('0', '0', '0', '0')",0
1143,30-15,Meert,"('0', '0', '0', '0')",0
1144,30-16,daer,"('0', '0', '0', '0')",0
1145,30-17,voor,"('isOfType', '0', '0', '0')",0
1146,30-18,te,evokes,BeingAtAPlace
1147,30-19,houden,"('isOfType', 'isOfType', '0', '0')",BeingAtAPlace
1148,30-20,",","('0', '0', '0', '0')",0
1149,30-21,om,"('0', '0', '0', '0')",0
1150,30-22,ons,"('0', '0', '0', '0')",0
1151,30-23,van,"('0', '0', '0', '0')",0
1152,30-24,t'iloorsche,"('0', '0', '0', '0')",0
1154,30-25,-,"('0', '0', '0', '0')",0
1155,30-26,Vaertuijch,"('0', '0', '0', '0')",0
1156,30-27,te,"('0', '0', '0', '0')",0
1157,30-28,verseeckeren,isOfType,TakingUnderControl 
1158,30-29,",","('0', '0', '0', '0')",0
1159,30-30,en,"('0', '0', '0', '0')",0
1160,30-31,de,"('0', '0', '0', '0')",0
1161,30-32,Grooten,"('0', '0', '0', '0')",0
1162,30-33,bij,"('0', '0', '0', '0')",0
1163,30-34,dien,"('0', '0', '0', '0')",0
1164,30-35,middel,"('0', '0', '0', '0')",0
1165,30-36,te,"('0', '0', '0', '0')",0
1166,30-37,constringeren,isOfType,ForceToAct
1167,30-38,tot,"('0', '0', '0', '0')",0
1168,30-39,restauratie,evokes,HavingInternalState+
1169,30-40,vande,"('0', '0', '0', '0')",0
1170,30-41,geleden,"('0', '0', '0', '0')",0
1171,30-42,Interesten,"('0', '0', '0', '0')",0
1172,30-43,ende,"('0', '0', '0', '0')",0
1173,30-44,schaden,"('isOfType', '0', '0', '0')",0
1174,30-45,",","('0', '0', '0', '0')",0
1175,30-46,mitsgaders,"('0', '0', '0', '0')",0
1176,30-47,Dat,"('0', '0', '0', '0')",0
1177,30-48,ons,"('0', '0', '0', '0')",0
1178,30-49,den,"('0', '0', '0', '0')",0
1179,30-50,vrijen,"('0', '0', '0', '0')",0
1180,30-51,ende,"('0', '0', '0', '0')",0
1181,30-52,onbecommerden,"('0', '0', '0', '0')",0
1182,30-53,handel,"('0', '0', '0', '0')",0
1183,30-54,in,"('0', '0', '0', '0')",0
1184,30-55,Masilicat,"('0', '0', '0', '0')",0
1185,30-56,nam,"('0', '0', '0', '0')",0
1186,30-57,gedoogen,evokes,BeingInARelationship
1187,30-58,.,"('0', '0', '0', '0')",0
1188,30-59,Nae,"('0', '0', '0', '0')",0
1189,30-60,d'onse,"('0', '0', '0', '0')",0
1190,30-61,vande,"('0', '0', '0', '0')",0
1191,30-62,custe,"('0', '0', '0', '0')",0
1192,30-63,aduiseren,"('0', '0', '0', '0')",0
1193,30-64,",","('0', '0', '0', '0')",0
1194,30-65,behoeuen,"('0', '0', '0', '0')",0
1195,30-66,met,"('0', '0', '0', '0')",0
1196,30-67,eens,"('0', '0', '0', '0')",0
1197,30-68,sbaricheijt,"('0', '0', '0', '0')",0
1198,30-69,daer,"('0', '0', '0', '0')",0
1199,30-70,in,"('0', '0', '0', '0')",0
1200,30-71,te,"('0', '0', '0', '0')",0
1201,30-72,maecken,"('0', '0', '0', '0')",0
1202,30-73,",","('0', '0', '0', '0')",0
1203,30-74,alsoo,"('0', '0', '0', '0')",0
1204,30-75,den,"('0', '0', '0', '0')",0
1205,30-76,handel,"('0', '0', '0', '0')",0
1206,30-77,in,"('0', '0', '0', '0')",0
1207,30-78,Malilipals,"('0', '0', '0', '0')",0
1208,30-79,",","('0', '0', '0', '0')",0
1209,30-80,daer,"('0', '0', '0', '0')",0
1210,30-81,door,"('0', '0', '0', '0')",0
1211,30-82,niet,"('0', '0', '0', '0')",0
1212,30-83,lange,"('0', '0', '0', '0')",0
1213,30-84,sullen,"('0', '0', '0', '0')",0
1214,30-85,deruen,"('0', '0', '0', '0')",0
1215,30-86,:,"('0', '0', '0', '0')",0
1216,30-87,De,"('0', '0', '0', '0')",0
1217,30-88,Grootste,"('0', '0', '0', '0')",0
1218,30-89,Mooren,"('0', '0', '0', '0')",0
1219,30-90,die,"('0', '0', '0', '0')",0
1220,30-91,ons,"('0', '0', '0', '0')",0
1221,30-92,de,"('0', '0', '0', '0')",0
1222,30-93,meeste,"('0', '0', '0', '0')",0
1223,30-94,ouerlast,evokes,BeingInConflict 
1224,30-95,doen,"('isOfType', 0, '0', 'isOfType')",BeingInConflict 
1225,30-96,",","('0', '0', '0', '0')",0
1226,30-97,sijn,"('0', '0', '0', '0')",0
1227,30-98,de,"('0', '0', '0', '0')",0
1228,30-99,geene,"('0', '0', '0', '0')",0
1229,30-100,",","('0', '0', '0', '0')",0
1230,30-101,twelcke,"('0', '0', '0', '0')",0
1231,30-102,de,"('0', '0', '0', '0')",0
1232,30-103,voorneemste,"('0', '0', '0', '0')",0
1233,30-104,capitalen,"('0', '0', '0', '0')",0
1234,30-105,nae,"('0', '0', '0', '0')",0
1235,30-106,Mocha,"('0', '0', '0', '0')",0
1236,30-107,",","('0', '0', '0', '0')",0
1237,30-108,Atchin,"('0', '0', '0', '0')",0
1238,30-109,",","('0', '0', '0', '0')",0
1239,30-110,Regu,"('0', '0', '0', '0')",0
1240,30-111,ende,"('0', '0', '0', '0')",0
1241,30-112,elders,"('0', '0', '0', '0')",0
1242,30-113,teiqueren,evokes,FinancialTransaction
1243,30-114,",","('0', '0', '0', '0')",0
1244,30-115,sij,"('0', '0', '0', '0')",0
1245,30-116,mogen,"('0', '0', '0', '0')",0
1246,30-117,den,"('0', '0', '0', '0')",0
1247,30-118,handel,"('0', '0', '0', '0')",0
1248,30-119,op,"('0', '0', '0', '0')",0
1249,30-120,dese,"('0', '0', '0', '0')",0
1250,30-121,Quartieren,"('0', '0', '0', '0')",0
1251,30-122,veel,"('evokes', '0', '0', '0')",0
1252,30-123,min,"('evokes', '0', '0', '0')",0
1253,30-124,dan,"('0', '0', '0', '0')",0
1254,30-125,Wij,"('0', '0', '0', '0')",0
1255,30-126,Marilwats,"('0', '0', '0', '0')",0
1256,30-127,.,"('0', '0', '0', '0')",0
1257,30-128,deruen,"('isOfType', '0', '0', '0')",0
1258,30-129,.,"('0', '0', '0', '0')",0
1259,30-130,U,"('0', '0', '0', '0')",0
1260,30-131,Ed,"('0', '0', '0', '0')",0
1261,30-132,:,"('0', '0', '0', '0')",0
1262,30-133,aduijs,"('0', '0', '0', '0')",0
1263,30-134,aengaende,"('0', '0', '0', '0')",0
1264,30-135,t'redres,"('0', '0', '0', '0')",0
1265,30-136,van,"('0', '0', '0', '0')",0
1266,30-137,dese,"('0', '0', '0', '0')",0
1267,30-138,saecke,"('0', '0', '0', '0')",0
1268,30-139,",","('0', '0', '0', '0')",0
1269,30-140,sullen,"('0', '0', '0', '0')",0
1270,30-141,daerop,"('0', '0', '0', '0')",0
1271,30-142,gaerne,"('0', '0', '0', '0')",0
1272,30-143,hooren,"('0', '0', '0', '0')",0
1273,30-144,.,"('0', '0', '0', '0')",0
1274,31-1,eeveee,"('0', '0', '0', '0')",0
1275,32-1,Der,"('0', '0', '0', '0')",0
1276,32-2,neuens,"('0', '0', '0', '0')",0
1277,32-3,gaende,"('0', '0', '0', '0')",0
1278,32-4,copie,"('0', '0', '0', '0')",0
1279,32-5,van,"('0', '0', '0', '0')",0
1280,32-6,missiue,"('0', '0', '0', '0')",0
1281,32-7,ouer,"('0', '0', '0', '0')",0
1282,32-8,de,"('0', '0', '0', '0')",0
1283,32-9,Custe,"('0', '0', '0', '0')",0
1284,32-10,Choromme,"('0', '0', '0', '0')",0
1285,32-11,.,"('0', '0', '0', '0')",0
1286,32-12,van,"('0', '0', '0', '0')",0
1287,32-13,Surarte,"('0', '0', '0', '0')",0
1288,32-14,becomen,isOfType; evokes,Getting; Translocation
1289,32-15,",","('0', '0', '0', '0')",0
1290,32-16,sullen,"('0', '0', '0', '0')",0
1291,32-17,u,"('0', '0', '0', '0')",0
1292,32-18,Ed,"('0', '0', '0', '0')",0
1293,32-19,:,"('0', '0', '0', '0')",0
1294,32-20,dien,"('0', '0', '0', '0')",0
1295,32-21,hoe,"('0', '0', '0', '0')",0
1296,32-22,d'onse,"('0', '0', '0', '0')",0
1297,32-23,aldaer,"('0', '0', '0', '0')",0
1298,32-24,sonder,"('0', '0', '0', '0')",0
1299,32-25,Negotie,"('0', '0', '0', '0')",0
1300,32-26,saten,"('0', '0', '0', '0')",0
1301,32-27,",","('0', '0', '0', '0')",0
1302,32-28,belast,"('0', '0', '0', '0')",0
1303,32-29,sijnde,"('0', '0', '0', '0')",0
1304,32-30,met,"('0', '0', '0', '0')",0
1305,32-31,200,"('0', '0', '0', '0')",0
1306,32-32,O,"('0', '0', '0', '0')",0
1307,32-33,gl,"('0', '0', '0', '0')",0
1308,32-34,.,"('0', '0', '0', '0')",0
1309,32-35,a,"('0', '0', '0', '0')",0
1310,32-36,deposito,"('0', '0', '0', '0')",0
1311,32-37,gelicht,"('0', '0', '0', '0')",0
1312,32-38,",","('0', '0', '0', '0')",0
1313,32-39,waer,"('0', '0', '0', '0')",0
1314,32-40,voor,"('0', '0', '0', '0')",0
1315,32-41,grooten,"('0', '0', '0', '0')",0
1316,32-42,Interest,"('0', '0', '0', '0')",0
1317,32-43,moeten,"('0', '0', '0', '0')",0
1318,32-44,betalen,isOfType,FinancialTransaction
1319,33-1,Ede,"('0', '0', '0', '0')",0
1320,33-2,specerijen,"('0', '0', '0', '0')",0
1321,33-3,Nagelen,"('0', '0', '0', '0')",0
1322,33-4,",","('0', '0', '0', '0')",0
1323,33-5,Nooten,"('0', '0', '0', '0')",0
1324,33-6,ende,"('0', '0', '0', '0')",0
1325,33-7,foelije,"('0', '0', '0', '0')",0
1326,33-8,waren,"('0', '0', '0', '0')",0
1327,33-9,meer,"('0', '0', '0', '0')",0
1328,33-10,dan,"('0', '0', '0', '0')",0
1329,33-11,50,"('0', '0', '0', '0')",0
1330,33-12,.,"('0', '0', '0', '0')",0
1331,33-13,Rcento,"('0', '0', '0', '0')",0
1332,33-14,in,"('0', '0', '0', '0')",0
1333,33-15,prijs,"('0', '0', '0', '0')",0
1334,33-16,gedaelt,"(0, '0', 'isOfType', '0')","('Decreasing', '0', 'Decreasing', '0')"
1335,33-17,",","('0', '0', '0', '0')",0
1336,33-18,conden,"('0', '0', '0', '0')",0
1337,33-19,geene,"('0', '0', '0', '0')",0
1338,33-20,vercoopen,"('isOfType', 'isOfType', 'isOfType', 'isOfType')",Selling
1339,33-21,",","('0', '0', '0', '0')",0
1340,33-22,dan,"('0', '0', '0', '0')",0
1341,33-23,tot,"('0', '0', '0', '0')",0
1342,33-24,leegen,"('0', '0', 'evokes', '0')",0
1343,33-25,Phris,"('0', '0', '0', '0')",0
1344,34-1,Ambeine,"('0', '0', '0', '0')",0
1345,34-2,Banda,"('0', '0', '0', '0')",0
1346,35-1,Js,"('0', '0', '0', '0')",0
1347,35-2,Almigon,"('0', '0', '0', '0')",0
1348,35-3,eicht,"('0', '0', '0', '0')",0
1349,35-4,bij,"('0', '0', '0', '0')",0
1350,35-5,paliacatte,"('0', '0', '0', '0')",0
1351,35-6,drijuen,"('isOfType', '0', '0', '0')",0
1352,35-7,d'Engelschen,"('0', '0', '0', '0')",0
1354,35-8,haren,"('0', '0', '0', '0')",0
1355,35-9,handel,"('0', '0', '0', '0')",0
1356,35-10,",","('0', '0', '0', '0')",0
1357,35-11,welcke,"('0', '0', '0', '0')",0
1358,35-12,plaetse,"('0', '0', '0', '0')",0
1359,35-13,haer,"('0', '0', '0', '0')",0
1360,35-14,soo,"('0', '0', '0', '0')",0
1361,35-15,:,"('0', '0', '0', '0')",0
1362,35-16,dienstich,"('0', '0', '0', '0')",0
1363,35-17,is,"('0', '0', '0', '0')",0
1364,35-18,",","('0', '0', '0', '0')",0
1365,35-19,als,"('0', '0', '0', '0')",0
1366,35-20,ons,"('0', '0', '0', '0')",0
1367,35-21,Paliacatte,"('0', '0', '0', '0')",0
1368,35-22,.,"('0', '0', '0', '0')",0
1369,35-23,Op,"('0', '0', '0', '0')",0
1370,35-24,haer,"('0', '0', '0', '0')",0
1371,35-25,versouck,"('0', '0', '0', '0')",0
1372,35-26,is,"('0', '0', '0', '0')",0
1373,35-27,d'onse,"('0', '0', '0', '0')",0
1374,35-28,den,"('0', '0', '0', '0')",0
1375,35-29,handel,"('0', '0', '0', '0')",0
1376,35-30,aldaer,"('0', '0', '0', '0')",0
1377,35-31,verboden,isOfType,ForceToAct
1378,35-32,",","('0', '0', '0', '0')",0
1379,35-33,hebben,"('0', '0', '0', '0')",0
1380,35-34,daer,"('0', '0', '0', '0')",0
1381,35-35,een,"('0', '0', '0', '0')",0
1382,35-36,steenen,"('0', '0', '0', '0')",0
1383,35-37,Huijs,"('0', '0', '0', '0')",0
1384,35-38,geboudt,"('0', 0, '0', 'isOfType')",0
1385,35-39,met,"('0', '0', '0', '0')",0
1386,35-40,een,"('0', '0', '0', '0')",0
1387,35-41,aerden,"('0', '0', '0', '0')",0
1388,35-42,weal,"('0', '0', '0', '0')",0
1389,35-43,omtrocken,"('0', '0', '0', '0')",0
1390,35-44,",","('0', '0', '0', '0')",0
1391,35-45,ende,"('0', '0', '0', '0')",0
1392,35-46,geuen,"('0', '0', '0', '0')",0
1393,35-47,-,"('0', '0', '0', '0')",0
1394,35-48,.,"('0', '0', '0', '0')",0
1395,35-49,uijt,"('0', '0', '0', '0')",0
1396,35-50,aldaer,"('0', '0', '0', '0')",0
1397,35-51,fortificeren,"('0', '0', '0', '0')",0
1398,35-52,sullen,"('0', '0', '0', '0')",0
1399,36-1,Met,"('0', '0', '0', '0')",0
1400,36-2,onse,"('0', '0', '0', '0')",0
1401,36-3,Jongste,"('0', '0', '0', '0')",0
1402,36-4,is,"('0', '0', '0', '0')",0
1403,36-5,uEd,"('0', '0', '0', '0')",0
1404,36-6,:,"('0', '0', '0', '0')",0
1405,36-7,geaduiseert,"('0', '0', '0', '0')",0
1406,36-8,hoe,"('0', '0', '0', '0')",0
1407,36-9,van,"('0', '0', '0', '0')",0
1408,36-10,hier,"('0', '0', '0', '0')",0
1409,36-11,door,"('0', '0', '0', '0')",0
1410,36-12,de,"('0', '0', '0', '0')",0
1411,36-13,Strate,"('0', '0', '0', '0')",0
1412,36-14,van,"('0', '0', '0', '0')",0
1413,36-15,Mallacca,"('0', '0', '0', '0')",0
1415,36-16,nae,"('0', '0', '0', '0')",0
1416,36-17,Masilipats,"('0', '0', '0', '0')",0
1417,36-18,.,"('0', '0', '0', '0')",0
1418,36-19,geboorden,"('isOfType', 'isOfType', 'isOfType', 'isOfType')",Transportation
1419,36-20,hadden,"('isOfType', '0', '0', '0')",0
1420,36-21,t,"('0', '0', '0', '0')",0
1421,36-22,',"('0', '0', '0', '0')",0
1422,36-23,Jacht,"('0', '0', '0', '0')",0
1423,36-24,Wedenblycq,"('0', '0', '0', '0')",0
1424,36-25,met,"('0', '0', '0', '0')",0
1425,36-26,een,"('0', '0', '0', '0')",0
1426,36-27,Capitael,"('0', '0', '0', '0')",0
1427,36-28,van,"('0', '0', '0', '0')",0
1428,36-29,l,"('0', '0', '0', '0')",0
1429,36-30,120885,"('0', '0', '0', '0')",0
1430,36-31,„,"('0', '0', '0', '0')",0
1431,36-32,15,"('0', '0', '0', '0')",0
1432,36-33,„,"('0', '0', '0', '0')",0
1433,36-34,Waer,"('0', '0', '0', '0')",0
1434,36-35,mede,"('0', '0', '0', '0')",0
1435,36-36,oock,"('0', '0', '0', '0')",0
1436,36-37,ouergegaen,"(0, 'isOfType', 0, '0')",Translocation
1437,36-38,is,"(0, '0', '0', '0')",0
1438,36-39,",","('0', '0', '0', '0')",0
1439,36-40,Mousabeeck,"('0', '0', '0', '0')",0
1440,36-41,",","('0', '0', '0', '0')",0
1441,36-42,Ambassadeur,"('0', '0', '0', '0')",0
1442,36-43,des,"('0', '0', '0', '0')",0
1443,36-44,Conincks,"('0', '0', '0', '0')",0
1444,36-45,van,"('0', '0', '0', '0')",0
1445,36-46,Pertia,"('0', '0', '0', '0')",0
1446,36-47,.,"('0', '0', '0', '0')",0
1447,36-48,Onise,"('0', '0', '0', '0')",0
1448,36-49,cruijssende,isOfType,Translocation
1449,36-50,Jachten,"('0', '0', '0', '0')",0
1450,36-51,hebben,"('0', '0', '0', '0')",0
1451,36-52,t'selue,"('0', '0', '0', '0')",0
1452,36-53,den,"('0', '0', '0', '0')",0
1453,36-54,35e,"('0', '0', '0', '0')",0
1454,36-55,Octob,"('0', '0', '0', '0')",0
1455,36-56,.,"('0', '0', '0', '0')",0
1456,36-57,pasto,"('0', '0', '0', '0')",0
1457,36-58,.,"('0', '0', '0', '0')",0
1458,36-59,omtrent,"('0', '0', '0', '0')",0
1459,36-60,ppoulo,"('0', '0', '0', '0')",0
1460,36-61,-,"('0', '0', '0', '0')",0
1461,36-62,Vercelaer,"('0', '0', '0', '0')",0
1462,36-63,bij,"('0', '0', '0', '0')",0
1463,36-64,Noorden,"('0', '0', '0', '0')",0
1464,36-65,Mallacca,"('0', '0', '0', '0')",0
1465,36-66,gerescontreert,"('isOfType', '0', '0', 'isOfType')",0
1466,36-67,.,"('0', '0', '0', '0')",0
1467,36-68,Waer,"('0', '0', '0', '0')",0
1468,36-69,ouer,"('0', '0', '0', '0')",0
1469,36-70,aipvarent,"('0', '0', '0', '0')",0
1470,36-71,is,"('0', '0', '0', '0')",0
1471,36-72,",","('0', '0', '0', '0')",0
1472,36-73,dat,"('0', '0', '0', '0')",0
1473,36-74,een,"('0', '0', '0', '0')",0
1474,36-75,spoedige,"(0, '0', '0', '0')",0
1475,36-76,reijs,isOfType,Voyage
1476,36-77,doen,"('0', '0', '0', '0')",0
1477,36-78,sal,"('0', '0', '0', '0')",0
1478,36-79,",","('0', '0', '0', '0')",0
1479,36-80,twelck,"('0', '0', '0', '0')",0
1480,36-81,Godt,"('0', '0', '0', '0')",0
1481,36-82,gene,"('0', '0', '0', '0')",0
1482,36-83,dr,"('0', '0', '0', '0')",0
1483,37-1,21e,"('0', '0', '0', '0')",0
1484,37-2,.,"('0', '0', '0', '0')",0
1485,37-3,Septembris,"('0', '0', '0', '0')",0
1486,37-4,pasen,"('0', '0', '0', '0')",0
1487,37-5,.,"('0', '0', '0', '0')",0
1488,37-6,was,"('0', '0', '0', '0')",0
1489,37-7,t'Jacht,"('0', '0', '0', '0')",0
1490,37-8,Grombershanen,"('0', '0', '0', '0')",0
1491,37-9,van,"('0', '0', '0', '0')",0
1492,37-10,Masilivas,"('0', '0', '0', '0')",0
1493,37-11,.,"('0', '0', '0', '0')",0
1494,37-12,naer,"('0', '0', '0', '0')",0
1495,37-13,Arraccan,"('0', '0', '0', '0')",0
1496,37-14,vertrocken,"('isOfType', 'isOfType', 'isOfType', 'isOfType')",Leaving
1497,37-15,met,"('0', '0', '0', '0')",0
1498,37-16,een,"('0', '0', '0', '0')",0
1499,37-17,Cargasoen,"('0', '0', '0', '0')",0
1500,37-18,van,"('0', '0', '0', '0')",0
1501,37-19,ƒ,"('0', '0', '0', '0')",0
1502,37-20,3900,"('0', '0', '0', '0')",0
1503,37-21,.,"('0', '0', '0', '0')",0
1504,37-22,om,"('0', '0', '0', '0')",0
1505,37-23,tselue,"('0', '0', '0', '0')",0
1506,37-24,aen,"('0', '0', '0', '0')",0
1507,37-25,blauen,"('0', '0', '0', '0')",0
1508,37-26,",","('0', '0', '0', '0')",0
1509,37-27,otterijs,"('0', '0', '0', '0')",0
1511,37-28,te,"('0', '0', '0', '0')",0
1512,37-29,besteden,"('isOfType', 'isOfType', '0', 'isOfType')",ChangeOfPossession
1513,37-30,",","('0', '0', '0', '0')",0
1514,37-31,met,"('0', '0', '0', '0')",0
1515,37-32,ordre,"('0', '0', '0', '0')",0
1516,37-33,dat,"('0', '0', '0', '0')",0
1517,37-34,tegen,"('0', '0', '0', '0')",0
1518,37-35,hal,"('0', '0', '0', '0')",0
1519,37-36,ff,"('0', '0', '0', '0')",0
1520,37-37,December,"('0', '0', '0', '0')",0
1521,37-38,weder,"('0', '0', '0', '0')",0
1522,37-39,voor,"('0', '0', '0', '0')",0
1523,37-40,Masilipats,"('0', '0', '0', '0')",0
1524,37-41,.,"('0', '0', '0', '0')",0
1525,37-42,Keere,"('isOfType', '0', 'isOfType', 'evokes')",Translocation
1526,37-43,.,"('0', '0', '0', '0')",0
1527,37-44,uo,"('0', '0', '0', '0')",0
1528,38-1,16en,"('0', '0', '0', '0')",0
1529,38-2,.,"('0', '0', '0', '0')",0
1530,38-3,Decemb,"('0', '0', '0', '0')",0
1531,38-4,.,"('0', '0', '0', '0')",0
1532,38-5,passaco,"('0', '0', '0', '0')",0
1533,38-6,hebben,"('0', '0', '0', '0')",0
1534,38-7,van,"('0', '0', '0', '0')",0
1535,38-8,hier,"('0', '0', '0', '0')",0
1536,38-9,naer,"('0', '0', '0', '0')",0
1537,38-10,Amboina,"('0', '0', '0', '0')",0
1538,38-11,",","('0', '0', '0', '0')",0
1539,38-12,ende,"('0', '0', '0', '0')",0
1540,38-13,Gaudamet,"('0', '0', '0', '0')",0
1542,38-14,de,"('0', '0', '0', '0')",0
1543,38-15,Noodige,"('0', '0', '0', '0')",0
1544,38-16,comptanten,"('0', '0', '0', '0')",0
1545,38-17,coopmanschappen,"('0', '0', '0', '0')",0
1546,38-18,ende,"('0', '0', '0', '0')",0
1547,38-19,prouisien,"('0', '0', '0', '0')",0
1548,38-20,gesonden,"('isOfType', 0, 'isOfType', 0)",Transportation
1549,38-21,de,"('0', '0', '0', '0')",0
1550,38-22,Schepen,"('0', '0', '0', '0')",0
1551,38-23,Suijdthollandt,"('0', '0', '0', '0')",0
1552,38-24,ende,"('0', '0', '0', '0')",0
1553,38-25,den,"('0', '0', '0', '0')",0
1554,38-26,Arent,"('0', '0', '0', '0')",0
1555,38-27,",","('0', '0', '0', '0')",0
1556,38-28,met,"('0', '0', '0', '0')",0
1557,38-29,ordre,"('0', '0', '0', '0')",0
1558,38-30,dat,"('0', '0', '0', '0')",0
1559,38-31,in,"('0', '0', '0', '0')",0
1560,38-32,compen,"('0', '0', '0', '0')",0
1561,38-33,.,"('0', '0', '0', '0')",0
1562,38-34,Amboina,"('0', '0', '0', '0')",0
1563,38-35,sullen,"('0', '0', '0', '0')",0
1564,38-36,aendoen,isOfType,Arriving 
1565,38-37,",","('0', '0', '0', '0')",0
1566,38-38,ende,"('0', '0', '0', '0')",0
1567,38-39,dat,"('0', '0', '0', '0')",0
1568,38-40,het,"('0', '0', '0', '0')",0
1569,38-41,Shp,"('0', '0', '0', '0')",0
1570,38-42,Hollandt,"('0', '0', '0', '0')",0
1571,38-43,van,"('0', '0', '0', '0')",0
1572,38-44,daer,"('0', '0', '0', '0')",0
1573,38-45,voorts,"('0', '0', '0', '0')",0
1574,38-46,naer,"('0', '0', '0', '0')",0
1575,38-47,Banda,"('0', '0', '0', '0')",0
1576,38-48,sal,"('isOfType', '0', '0', '0')",0
1577,38-49,loopen,"('isOfType', 0, 'isOfType', 'evokes')",Translocation
1578,38-50,",","('0', '0', '0', '0')",0
1579,38-51,soo,"('0', '0', '0', '0')",0
1580,38-52,haest,"('0', '0', '0', '0')",0
1581,38-53,in,"('0', '0', '0', '0')",0
1582,38-54,Amboina,"('0', '0', '0', '0')",0
1583,38-55,gemust,"('0', '0', '0', '0')",0
1584,38-56,_,"('0', '0', '0', '0')",0
1585,38-57,.,"('0', '0', '0', '0')",0
1586,38-58,can,"('0', '0', '0', '0')",0
1587,38-59,worden,"('0', '0', '0', '0')",0
1588,39-1,Met,"('0', '0', '0', '0')",0
1589,39-2,gemelte,"('0', '0', '0', '0')",0
1590,39-3,Schepen,"('0', '0', '0', '0')",0
1591,39-4,hebben,"('0', '0', '0', '0')",0
1592,39-5,wij,"('0', '0', '0', '0')",0
1593,39-6,naer,"('0', '0', '0', '0')",0
1594,39-7,Amboina,"('0', '0', '0', '0')",0
1595,39-8,ende,"('0', '0', '0', '0')",0
1596,39-9,Banda,"('0', '0', '0', '0')",0
1597,39-10,affgevaerdicht,"('isOfType', 'isOfType', 'isOfType', 'isOfType')",Translocation
1598,39-11,als,"('0', '0', '0', '0')",0
1599,39-12,onse,"('0', '0', '0', '0')",0
1600,39-13,expresse,"('0', '0', '0', '0')",0
1601,39-14,Gecommitteerde,"('0', '0', '0', '0')",0
1602,39-15,den,"('0', '0', '0', '0')",0
1603,39-16,Oppercoopman,"('0', '0', 'evokes', '0')",0
1604,39-17,Gregorius,"('0', '0', '0', '0')",0
1605,39-18,Cornelij,"('0', '0', '0', '0')",0
1606,39-19,ermmate,"('0', '0', '0', '0')",0
