token;token_id;anchor_type;event_anno;event_resolve1;event_resolve2;event_resolve3;anchor_resolve;event_resolve4;final_anchor;final_event
meer;33-9;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dan;33-10;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
50;33-11;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;33-12;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Rcento;33-13;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
in;33-14;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
prijs;33-15;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
gedaelt;33-16;('0', '0', 'isOfType', '0');('ScalarChange', 'ScalarChange', 'Decreasing', 'Decreasing');('ScalarChange', 'ScalarChange', 'Decreasing', 'Decreasing');ScalarChange;ScalarChange;('0', '0', 'isOfType', '0');ScalarChange;('0', '0', 'isOfType', '0');ScalarChange
,;33-17;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
conden;33-18;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
geene;33-19;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
vercoopen;33-20;('isOfType', 'isOfType', 'isOfType', 'isOfType');('Selling', 'Selling', 'Selling', 'Selling');Selling;Selling;Selling;('isOfType', 'isOfType', 'isOfType', 'isOfType');Selling;('isOfType', 'isOfType', 'isOfType', 'isOfType');Selling
,;33-21;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dan;33-22;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
tot;33-23;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
leegen;33-24;('0', '0', 'evokes', '0');('0', '0', 'HavingInternalState', 'Decreasing');('0', '0', 'HavingInternalState', 'Decreasing');('0', '0', 'HavingInternalState', 'Decreasing');('0', '0', 'HavingInternalState', 'Decreasing');('0', '0', 'evokes', '0');('0', '0', 'HavingInternalState', 'Decreasing');('0', '0', 'evokes', '0');('0', '0', 'HavingInternalState', 'Decreasing')
Phris;33-25;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Ambeine;34-1;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Banda;34-2;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Js;35-1;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Almigon;35-2;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
eicht;35-3;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
bij;35-4;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
paliacatte;35-5;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
drijuen;35-6;('0', '0', '0', '0');('BeingAtAPlace', 'BeingAtAPlace', '0', 'Trade');('BeingAtAPlace', 'BeingAtAPlace', '0', 'Trade');('BeingAtAPlace', 'BeingAtAPlace', '0', 'Trade');('BeingAtAPlace', 'BeingAtAPlace', '0', 'Trade');0;('BeingAtAPlace', 'BeingAtAPlace', '0', 'Trade');0;('BeingAtAPlace', 'BeingAtAPlace', '0', 'Trade')
d'Engelschen;35-7;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
haren;35-8;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
handel;35-9;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;35-10;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
welcke;35-11;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
plaetse;35-12;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
haer;35-13;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
soo;35-14;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
:;35-15;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dienstich;35-16;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
is;35-17;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;35-18;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
als;35-19;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ons;35-20;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Paliacatte;35-21;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;35-22;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Op;35-23;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
haer;35-24;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
versouck;35-25;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
is;35-26;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
d'onse;35-27;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
den;35-28;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
handel;35-29;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
aldaer;35-30;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
verboden;35-31;('0', '0', '0', 'isOfType');('ForceToAct', 'ForceToAct', 'ForceToAct', 'AlteringARelationship');ForceToAct;ForceToAct;ForceToAct;isOfType;ForceToAct;isOfType;ForceToAct
,;35-32;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
hebben;35-33;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
daer;35-34;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
een;35-35;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
steenen;35-36;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Huijs;35-37;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
geboudt;35-38;(0, 0, '0', 'isOfType');('Miscellaneous', 'Miscellaneous', '0', 'Miscellaneous');Miscellaneous;Miscellaneous;Miscellaneous;(0, 0, '0', 'isOfType');Miscellaneous;(0, 0, '0', 'isOfType');Miscellaneous
met;35-39;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
een;35-40;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
aerden;35-41;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
weal;35-42;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
omtrocken;35-43;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;35-44;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;35-45;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
geuen;35-46;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
-;35-47;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;35-48;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
uijt;35-49;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
aldaer;35-50;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
fortificeren;35-51;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
sullen;35-52;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Met;36-1;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
onse;36-2;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Jongste;36-3;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
is;36-4;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
uEd;36-5;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
:;36-6;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
geaduiseert;36-7;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
hoe;36-8;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;36-9;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
hier;36-10;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
door;36-11;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
de;36-12;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Strate;36-13;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;36-14;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Mallacca;36-15;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
nae;36-16;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Masilipats;36-17;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;36-18;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
geboorden;36-19;('isOfType', 'isOfType', 'isOfType', 'isOfType');('Transportation', 'Transportation', 'Transportation', 'Transportation');Transportation;Transportation;Transportation;('isOfType', 'isOfType', 'isOfType', 'isOfType');Transportation;('isOfType', 'isOfType', 'isOfType', 'isOfType');Transportation
hadden;36-20;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
t;36-21;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
';36-22;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Jacht;36-23;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Wedenblycq;36-24;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
met;36-25;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
een;36-26;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Capitael;36-27;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;36-28;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
l;36-29;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
120885;36-30;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
„;36-31;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
15;36-32;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
„;36-33;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Waer;36-34;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
mede;36-35;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
oock;36-36;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ouergegaen;36-37;('isOfType', 'isOfType', 0, '0');('Transportation', 'Transportation', 'TransLocation', 'Translocation');('Transportation', 'Transportation', 'TransLocation', 'Translocation');Translocation;Translocation;('isOfType', 'isOfType', 0, '0');Translocation;('isOfType', 'isOfType', 0, '0');Translocation
is;36-38;('0', '0', '0', '0');('0', '0', '0', 'Translocation');0;0;0;0;0;0;0
,;36-39;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Mousabeeck;36-40;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;36-41;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Ambassadeur;36-42;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
des;36-43;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Conincks;36-44;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;36-45;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Pertia;36-46;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;36-47;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Onise;36-48;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
cruijssende;36-49;('0', '0', '0', 'evokes');('Voyage', 'Voyage', 'Encounter', 'TransLocation');('Voyage', 'Voyage', 'Encounter', 'TransLocation');Translocation;Translocation;isOfType;Translocation;isOfType;Translocation
Jachten;36-50;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
hebben;36-51;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
t'selue;36-52;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
den;36-53;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
35e;36-54;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Octob;36-55;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;36-56;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
pasto;36-57;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;36-58;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
omtrent;36-59;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ppoulo;36-60;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
-;36-61;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Vercelaer;36-62;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
bij;36-63;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Noorden;36-64;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Mallacca;36-65;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
gerescontreert;36-66;('0', '0', '0', 'isOfType');('0', '0', '0', 'Miscellaneous');0;0;0;('0', '0', '0', 'isOfType');0;('0', '0', '0', 'isOfType');0
.;36-67;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Waer;36-68;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ouer;36-69;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
aipvarent;36-70;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
is;36-71;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;36-72;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dat;36-73;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
een;36-74;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
spoedige;36-75;('0', '0', '0', '0');('Voyage', 'Voyage', '0', '0');('Voyage', 'Voyage', '0', '0');('Voyage', 'Voyage', '0', '0');('Voyage', 'Voyage', '0', '0');0;('Voyage', 'Voyage', '0', '0');0;('Voyage', 'Voyage', '0', '0')
reijs;36-76;('0', '0', 'evokes', '0');('Voyage', 'Voyage', 'Voyage', 'Voyage');Voyage;Voyage;Voyage;isOfType;Voyage;isOfType;Voyage
doen;36-77;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
sal;36-78;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;36-79;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
twelck;36-80;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Godt;36-81;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
gene;36-82;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dr;36-83;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
21e;37-1;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;37-2;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Septembris;37-3;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
pasen;37-4;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;37-5;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
was;37-6;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
t'Jacht;37-7;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Grombershanen;37-8;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;37-9;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Masilivas;37-10;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;37-11;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
naer;37-12;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Arraccan;37-13;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
vertrocken;37-14;('isOfType', 'isOfType', 'isOfType', 'isOfType');('Voyage', 'Voyage', 'Leaving', 'Leaving');('Voyage', 'Voyage', 'Leaving', 'Leaving');Translocation;Translocation;('isOfType', 'isOfType', 'isOfType', 'isOfType');Translocation;('isOfType', 'isOfType', 'isOfType', 'isOfType');Translocation
met;37-15;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
een;37-16;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Cargasoen;37-17;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;37-18;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ƒ;37-19;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
3900;37-20;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;37-21;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
om;37-22;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
tselue;37-23;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
aen;37-24;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
blauen;37-25;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;37-26;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
otterijs;37-27;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
te;37-28;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
besteden;37-29;('isOfType', 'isOfType', '0', 'isOfType');('Buying', 'Buying', 'Buying', 'Buying');Buying;Buying;Buying;('isOfType', 'isOfType', '0', 'isOfType');Buying;('isOfType', 'isOfType', '0', 'isOfType');Buying
,;37-30;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
met;37-31;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ordre;37-32;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dat;37-33;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
tegen;37-34;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
hal;37-35;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ff;37-36;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
December;37-37;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
weder;37-38;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
voor;37-39;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Masilipats;37-40;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;37-41;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Keere;37-42;('0', '0', 'isOfType', 'evokes');('Leaving', 'Leaving', 'Leaving', 'TransLocation');Leaving;Leaving;Leaving;('0', '0', 'isOfType', 'evokes');Leaving;('0', '0', 'isOfType', 'evokes');Leaving
.;37-43;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
uo;37-44;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
16en;38-1;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;38-2;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Decemb;38-3;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;38-4;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
passaco;38-5;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
hebben;38-6;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;38-7;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
hier;38-8;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
naer;38-9;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Amboina;38-10;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;38-11;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;38-12;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Gaudamet;38-13;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
de;38-14;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Noodige;38-15;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
comptanten;38-16;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
coopmanschappen;38-17;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;38-18;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
prouisien;38-19;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
gesonden;38-20;(0, 0, 'isOfType', 0);('Transportation', 'Transportation', 'Transportation', 'TransLocation');Transportation;Transportation;Transportation;(0, 0, 'isOfType', 0);Transportation;(0, 0, 'isOfType', 0);Transportation
de;38-21;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Schepen;38-22;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Suijdthollandt;38-23;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;38-24;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
den;38-25;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Arent;38-26;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;38-27;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
met;38-28;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ordre;38-29;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dat;38-30;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
in;38-31;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
compen;38-32;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;38-33;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Amboina;38-34;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
sullen;38-35;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
aendoen;38-36;('0', '0', 'isOfType', '0');('BeingAtAPlace', 'BeingAtAPlace', 'Arriving', 'Translocation');('BeingAtAPlace', 'BeingAtAPlace', 'Arriving', 'Translocation');('BeingAtAPlace', 'BeingAtAPlace', 'Arriving', 'Translocation');BeingAtAPlace;isOfType;Arriving ;isOfType;Arriving 
,;38-37;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;38-38;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dat;38-39;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
het;38-40;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Shp;38-41;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Hollandt;38-42;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;38-43;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
daer;38-44;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
voorts;38-45;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
naer;38-46;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Banda;38-47;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
sal;38-48;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
loopen;38-49;(0, 0, 'isOfType', 'evokes');('Voyage', 'Voyage', 'Voyage', 'TransLocation');Voyage;Voyage;Voyage;(0, 0, 'isOfType', 'evokes');Voyage;(0, 0, 'isOfType', 'evokes');Voyage
,;38-50;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
soo;38-51;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
haest;38-52;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
in;38-53;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Amboina;38-54;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
gemust;38-55;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
_;38-56;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;38-57;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
can;38-58;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
worden;38-59;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Met;39-1;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
gemelte;39-2;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Schepen;39-3;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
hebben;39-4;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
wij;39-5;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
naer;39-6;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Amboina;39-7;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;39-8;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Banda;39-9;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
affgevaerdicht;39-10;('isOfType', 'isOfType', 'isOfType', 'isOfType');('Voyage', 'Voyage', 'TransLocation', 'TransLocation');('Voyage', 'Voyage', 'TransLocation', 'TransLocation');Translocation;Translocation;('isOfType', 'isOfType', 'isOfType', 'isOfType');Translocation;('isOfType', 'isOfType', 'isOfType', 'isOfType');Translocation
